0.9925492008,0.4593438957,0,1,0
0.9927211129,0.4586868452,0,1,0
0.9928447124,0.4584233406,0,1,0
0.9932871747,0.4594874241,0,0,1
0.4594874241,0.9932871747,1,0,0
0.9948885339,0.4521831729,0,0,1
0.4521831729,0.9948885339,1,0,0
0.9960136121,0.4257046836,0,0,1
0.4257046836,0.9960136121,1,0,0
0.9970630006,0.412706599,0,0,1
0.412706599,0.9970630006,1,0,0
0.9978720342,0.4094249701,0,0,1
0.4094249701,0.9978720342,1,0,0
0.9986476517,0.4080222962,0,0,1
0.4080222962,0.9986476517,1,0,0
0.9996942219,0.4025492914,0,0,1
0.4025492914,0.9996942219,1,0,0
0.9998524455,0.397079306,0,0,1
0.397079306,0.9998524455,1,0,0
0.9998983424,0.3949901915,0,0,1
0.3949901915,0.9998983424,1,0,0
0.9999780581,0.390511821,0,0,1
0.390511821,0.9999780581,1,0,0
0.9999967792,0.3897688145,0,0,1
0.3897688145,0.9999967792,1,0,0
1,0.3890054764,0,0,1
0.3890054764,1,1,0,0
1,0.3887556604,0,0,1
0.3887556604,1,1,0,0
1,0.3879371655,0,0,1
0.3879371655,1,1,0,0
0.9999995974,0.3880255372,0,0,1
0.3880255372,0.9999995974,1,0,0
1,0.3890314444,0,0,1
0.3890314444,1,1,0,0
0.9999995974,0.3909790434,0,0,1
0.3909790434,0.9999995974,1,0,0
1,0.3935249127,0,0,1
0.3935249127,1,1,0,0
1,0.3969212838,0,0,1
0.3969212838,1,1,0,0
1,0.3997944704,0,0,1
0.3997944704,1,1,0,0
1,0.4032109718,0,0,1
0.4032109718,1,1,0,0
1,0.405355847,0,0,1
0.405355847,1,1,0,0
1,0.4063826896,0,0,1
0.4063826896,1,1,0,0
1,0.4078534037,0,0,1
0.4078534037,1,1,0,0
1,0.4102533288,0,0,1
0.4102533288,1,1,0,0
1,0.4159324671,0,0,1
0.4159324671,1,1,0,0
1,0.4195126272,0,0,1
0.4195126272,1,1,0,0
1,0.4218300184,0,0,1
0.4218300184,1,1,0,0
1,0.4236473749,0,0,1
0.4236473749,1,1,0,0
1,0.4250327368,0,0,1
0.4250327368,1,1,0,0
1,0.4255466614,0,0,1
0.4255466614,1,1,0,0
1,0.4279683271,1,0,0
0.4279683271,1,0,0,1
0.9996002138,0.431830109,1,0,0
0.431830109,0.9996002138,0,0,1
0.9983773028,0.4337535517,1,0,0
0.4337535517,0.9983773028,0,0,1
0.9958018421,0.4258158024,1,0,0
0.4258158024,0.9958018421,0,0,1
0.9892212724,0.394394337,1,0,0
0.394394337,0.9892212724,0,0,1
0.9876460825,0.3841126246,1,0,0
0.3841126246,0.9876460825,0,0,1
0.9865715312,0.3791320049,1,0,0
0.3791320049,0.9865715312,0,0,1
0.9848973006,0.3763783918,1,0,0
0.3763783918,0.9848973006,0,0,1
0.9814250386,0.3773468568,1,0,0
0.3773468568,0.9814250386,0,0,1
0.9780721487,0.3858289273,1,0,0
0.3858289273,0.9780721487,0,0,1
0.9744376371,0.4100665203,1,0,0
0.4100665203,0.9744376371,0,0,1
0.9712637049,0.4276236977,1,0,0
0.4276236977,0.9712637049,0,0,1
0.9677666827,0.4497105777,1,0,0
0.4497105777,0.9677666827,0,0,1
0.9631520305,0.4854509824,1,0,0
0.4854509824,0.9631520305,0,0,1
0.9614089545,0.5023140697,1,0,0
0.5023140697,0.9614089545,0,0,1
0.9596324624,0.5238211993,1,0,0
0.5238211993,0.9596324624,0,0,1
0.958513222,0.5559695671,1,0,0
0.5559695671,0.958513222,0,0,1
0.9590883425,0.5688285519,0,0,1
0.5688285519,0.9590883425,1,0,0
0.9609236149,0.586018554,0,0,1
0.586018554,0.9609236149,1,0,0
0.9632707988,0.6010065111,0,0,1
0.6010065111,0.9632707988,1,0,0
0.949428654,0.633141593,0,0,1
0.633141593,0.949428654,1,0,0
0.9359937435,0.6547356851,0,0,1
0.6547356851,0.9359937435,1,0,0
0.9057690198,0.701277162,0,0,1
0.701277162,0.9057690198,1,0,0
0.8921686389,0.7203300149,0,0,1
0.7203300149,0.8921686389,1,0,0
0.8854151506,0.7295100002,0,0,1
0.7295100002,0.8854151506,1,0,0
0.8788933612,0.7374793539,0,0,1
0.7374793539,0.8788933612,1,0,0
0.8573167823,0.7620949925,0,0,1
0.7620949925,0.8573167823,1,0,0
0.8357844899,0.7851595974,0,0,1
0.7851595974,0.8357844899,1,0,0
0.8048586305,0.810564542,0,0,1
0.810564542,0.8048586305,1,0,0
0.7731796995,0.8315545262,1,0,0
0.8315545262,0.7731796995,0,0,1
0.7224034278,0.8619068756,1,0,0
0.8619068756,0.7224034278,0,0,1
0.6940272624,0.8773022684,1,0,0
0.8773022684,0.6940272624,0,0,1
0.675904627,0.8759428745,1,0,0
0.8759428745,0.675904627,0,0,1
0.6565145929,0.8778379336,1,0,0
0.8778379336,0.6565145929,0,0,1
0.6450427818,0.8811735114,1,0,0
0.8811735114,0.6450427818,0,0,1
0.6321310558,0.8866914067,1,0,0
0.8866914067,0.6321310558,0,0,1
0.6251764666,0.8898576894,1,0,0
0.8898576894,0.6251764666,0,0,1
0.60783428,0.8983385521,1,0,0
0.8983385521,0.60783428,0,0,1
0.5911328383,0.9068846367,1,0,0
0.9068846367,0.5911328383,0,0,1
0.5805385036,0.9135187528,1,0,0
0.9135187528,0.5805385036,0,0,1
0.5725955204,0.9201987658,1,0,0
0.9201987658,0.5725955204,0,0,1
0.5627651276,0.9329190534,1,0,0
0.9329190534,0.5627651276,0,0,1
0.55738754,0.9418721711,1,0,0
0.9418721711,0.55738754,0,0,1
0.5509130566,0.9624229138,1,0,0
